f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127,f128,f129,f130,f131,f132,f133,f134,f135,f136,f137,f138,f139,f140,f141,f142,f143,f144,f145,f146,f147,f148,f149,f150,f151,f152,f153,f154,f155,f156,f157,f158,f159,f160,f161,f162,f163,f164,f165,f166,f167,f168,f169,f170,f171,f172,f173,f174,f175,f176,f177,f178,f179,f180,f181,f182,f183,f184,f185,f186,f187,f188,f189,f190,f191,f192,f193,f194,f195,f196,f197,f198,f199,f200,f201,f202,f203,f204,f205,f206,f207,f208,f209,f210,f211,f212,f213,f214,f215,f216,f217,f218,f219,f220,f221,f222,f223,f224,f225,f226,f227,f228,f229,f230,f231,f232,f233,f234,f235,f236,f237,f238,f239,f240,f241,f242,f243,f244,f245,f246,f247,f248,f249,f250,f251,f252,f253,f254,f255,f256,f257,f258,f259,f260,f261,f262,f263,f264,f265,f266,f267,f268,f269,f270,f271,f272,f273,f274,f275,f276,f277,f278,f279,f280,f281,f282,f283,f284,f285,f286,f287,f288,f289,f290,f291,f292,f293,f294,f295,f296,f297,f298,f299,f300,f301,f302,f303,f304,f305,f306,f307,f308,f309,Age,Sex,Class
0.5,0.15,0,0,0,26.98,0,173.82,3645.02,-157.03,-28.17,1,33.52,0.13,75.95,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0.07,19.21,0.13,0,0.17,0.17,0,0.17,0.2,0,0.17,0.14,1.64,0.09,0.05,0.1,-0.11,-0.02,0,0.02,0.75,13.25,4.81,0.08,0.08,0.84,26.83,6.23,0.57,0.52,0.02,1.48,0.18,0.19,1570512.75,1.68,3.04,0.01,0.01,27.51,2.17,2.17,98.76,1.13,6.15,1.36,0.11,0.01,0.43,0.08,11.27,0.11,6.89,6.59,6.54,-4.51,-2.7,-1.03,-1.11,-1.4,0.39,1.46,-0.72,-1.19,0.62,-0.38,0,0,0,-0.01,0,0,0,0.01,0,0,0.01,0,-0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214.66,29.36,75.95,88201,99.96,0,0,0,0,0,0,0,0.01,0.02,0.02,-0.13,-11.97,-4411.14,-13830.6,-4135.07,-18402.48,-66250.69,-611174,-2643819.16,-2124049.21,-6658.36,-1518.53,-3.06,85.71,53.78,61.91,63.07,79.1,48.82,41.08,0,0.05,2.9,45.91,25.18,115,885.93,6131.5,23501.1,22916.54,0.04,0.36,7.99,89.19,51.2,372.07,1988.57,9290.23,56647.49,50274.67,-2858175749,-3070729062,-3343663972,-3742823552,-4405849860,-5618365364,-7882214006,-12418406730,-21645882874,-40611027314,12415.29,6655.38,3608.72,2004.64,1164.82,728.62,496.86,380.3,324.08,299.43,464.02,1829.28,6955.74,26466.25,96330.34,324132.81,992053.6,2696903.65,6599689.94,14954897.51,10555.79,30068.64,83426.9,223098.99,601136.02,1557986.92,3869167.48,9017958.4,19456945.84,40904326.28,100,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.15,0.06,0.15,0.33,1.16,-0.23,0.28,-12397.3,-4556.86,-1514.53,-773.96,-411.83,-170.85,-133.79,-72.23,-57.09,-28.76,0,0,0,0,0,0,0.01,0.06,0.24,0.22,0,0,0,0,0,0,0.02,0.09,0.57,0.47,-287453.74,-339850.55,-399543.85,-475271.33,-585958.94,-772337.15,-1104360.02,-1763801.11,-3120686.39,-5959525.33,4244.3,2508.14,1473.36,875.22,538.37,353.66,251.59,199.87,176.08,167.65,0.13,0.53,2.05,7.77,28.06,93.96,288.13,786.02,1922.54,4327.89,3.01,8.46,23.54,64.54,173.03,445.81,1097.34,2547.59,5582.51,11795.14,67,0,0
0.08,0.02,0,0,0,1.81,0,143.97,4342.91,-9.73,-4.12,0.07,3.94,0.02,7.64,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.02,2.83,0.02,0,0.02,0.03,0,0.02,0.04,0,0.02,0.04,0.25,0,0.01,0.03,-0.03,-0.01,0,0.01,0.23,26.16,1.82,0,0,1,1.68,0,0.12,0.52,0,2.04,0.16,0.1,1927654.24,1.55,3.07,0.04,0.01,99.9,81.15,76.87,2504.78,1.39,6.55,1.61,0,0,0.1,0.05,5.48,0.08,7.07,4.22,6.22,-1.16,-1.88,-2.19,-1.52,-1.28,-0.04,1.28,0.07,-1.65,0.22,0.01,0,-0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179.67,2.28,7.64,88201,100,0,0,0,0,0,0,0,0,0,0,1.04,-7.88,-7.41,-65.75,-205.37,-2190.93,-23135.13,-10877.79,-4297.71,-11597.75,-9258.03,-2643.05,-548.4,-178.19,-10.9,32.91,37.29,33.39,16.98,19.83,0,0.02,0.11,0.75,1.77,19.36,371.37,173.57,52.16,165.85,0.06,0.19,0.81,2.28,3.93,36.98,470.7,208.44,132.02,417.87,-3505036294,-3754180851,-4067342266,-4514328764,-5240640601,-6548967936,-8920279149,-13637664249,-23222118088,-42891195500,12621.93,6759.2,3661.13,2031.34,1178.68,736.06,500.86,382.56,325.49,300.43,551.19,2173.59,8427.33,31922.45,115329.9,386033.79,1183543.2,3226965.64,7890198.28,17761883.49,12370.65,34657.41,96616.75,264989.27,710845.15,1834316.98,4502490.74,10422534.17,22916147.01,48471728.8,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.03,0.15,0.08,0.03,0.07,-15427.27,-5712.95,-1992.95,-1068.87,-437.48,-228.14,-151.12,-73.24,-65.9,-98.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-300032.75,-354168.18,-415693.86,-493458.73,-606621.15,-796418,-1132312.7,-1797882.34,-3166415.21,-6028122.97,4279.75,2525.95,1482.35,879.8,540.75,354.93,252.28,200.26,176.32,167.82,0.14,0.55,2.13,8.07,29.13,97.52,299.06,815.58,1993.74,4486.31,3.12,8.76,24.4,67,179.54,462.53,1138,2638.82,5800.55,12256.18,64,1,1
0.18,0.15,0,0,0,1.09,0,38.11,915.45,-11.77,-4.93,-0.04,4.87,0.24,2.47,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0.01,1.35,0.01,0,0.01,0.01,0,0.01,0.02,0,0.01,0.07,0.12,0,0.02,0.05,-0.03,-0.01,0,0.01,0.18,28.3,2.69,0,0,0.91,46.89,6.06,0.05,0.51,0.02,3.92,1.62,0.52,484386.73,2.03,3.34,0.02,0.03,36.4,5.6,5.38,474.54,1.16,5.97,1.4,0.01,0,0.22,0.04,38.93,0.06,8.65,7.8,2.4,-3.62,-1.45,-1.64,-2.28,-0.29,1.28,0.23,0.76,1.02,2.22,1.04,0,-0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-72.4,4.75,2.47,88201,99.84,0,0,0,0.01,0,0,0.01,0.01,0.04,0.09,-144.09,-52.01,-18656.26,-136428.65,-22144.96,-34249.68,-83587.56,-145198.77,-1329269.62,-2591927.07,-6989.02,-1976.41,-217.01,40.81,59.25,28.97,38.05,49.24,60.93,62.74,0.05,0.1,24.92,244.9,233.78,225.83,601.42,1473.69,10216.52,26755.19,1.3,0.78,153.52,1139.61,1104.23,1043.38,2412.13,5507.18,22927.9,46313.93,-303832036.8,-334368619.1,-376729423.9,-443086311,-560832960.3,-785340571.5,-1215289829,-2087476257,-3874663823,-7558927427,10352.62,5612.39,3075.68,1726.68,1014.32,641.81,442.68,342.39,294.3,273.7,85.01,426.51,1880.88,6032.08,21167.36,71173.94,217992.72,590504.23,1431619.4,3198075.4,1665.6,5680.08,22256.21,53495.36,130520.38,332877.78,828494.26,1925274.76,4207301.1,8910400.46,99.99,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.38,1.11,0.5,0.54,0.97,0.84,-4.42,-14.75,-11805.69,-4461.34,-1480.98,-585.4,-298.48,-145.53,-95.65,-49.43,-18.33,-16.78,0,0,0,0.01,0.01,0.01,0.03,0.07,0.48,1.3,0,0,0.01,0.04,0.04,0.05,0.11,0.25,1.03,2.14,-177183.11,-212915.86,-253936.6,-306598.24,-384700.6,-517974.47,-757921.89,-1237487.88,-2228161.67,-4305552.5,3854.49,2311.11,1372.73,822.79,510.03,337.36,241.46,192.81,170.56,162.9,0.1,0.39,1.57,5.85,21.06,70.56,216.25,588.82,1436.63,3228.21,2.15,6.12,17.64,48.8,129.73,333.38,824.29,1912.45,4196.71,8865.24,64,1,0
0.11,0.03,0,0,0,3.17,0,167.6,5041.97,-13.61,-4.95,0.02,5.19,0.03,12.12,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0.04,6.31,0.04,0,0.05,0.05,0,0.05,0.06,0,0.05,0.04,0.58,0.01,0.05,0.09,-0.15,-0.03,0,0.03,0.34,20.28,2.82,0.01,0.01,1,10.17,0,0.38,0.51,0,2.91,0.5,0.09,1625763.3,1.51,3.1,0.02,0.01,60.36,0.82,0.55,143.38,1.05,5.01,1.38,0.77,0.13,0.99,0.07,10.86,0.1,7.46,10.16,1.72,-5.36,-0.65,-3.34,-1.16,0.87,0.72,-0.6,1.03,0.15,0.16,-0.42,0,-0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216.15,3.83,12.12,88201,100,0,0,0,0,0,0,0,0,0,0,-0.95,-379.87,-176.99,-642.3,-3150.24,-2867.75,-28869,-43884.47,-53964.1,-31718.35,-8605.68,-2505.74,-586.34,-112.11,21.87,51.32,59.77,70.26,49.63,28.51,0,0.49,0.37,2.17,15.82,37.64,286.09,789.56,675.52,344.17,0.08,6.56,3.82,11.71,39.07,86.79,779.26,1011.1,1953.52,910.29,-4287319918,-4586719444,-4962155389,-5496554260,-6362760737,-7919445247,-10738289321,-16344294031,-27729328823,-51075337158,12809.8,6854.34,3709.91,2056.95,1192.7,744.28,506.11,386.33,328.52,303.08,641.04,2534.7,9847.38,37324.52,134982.47,451940.74,1384991.86,3781878.42,9256834.7,20846717.13,14489.57,40488.2,112818.05,310192.7,833121.32,2143793.64,5252078.16,12184131.04,26788427.05,56546885.5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.03,0.03,0.15,0.2,0.2,0.1,-14714.66,-5593.41,-2155.84,-978.16,-390.7,-224.88,-144.61,-110.13,-82.77,-55.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,-311840.03,-367701.51,-431185.38,-511414.26,-628135.81,-823831.66,-1170077.15,-1856047.48,-3266269.44,-6214455.3,4311.23,2541.9,1490.53,884.09,543.1,356.31,253.16,200.89,176.83,168.27,0.14,0.56,2.19,8.28,29.9,100.11,307.02,837.52,2047.74,4608.15,3.21,8.99,25.04,68.79,184.37,474.74,1167.56,2708.54,5954.1,12575.88,64,1,0
0.06,0.02,0,0,0,1,0,106.17,3193.96,-9.47,-3.72,0.02,3.84,0.02,4.03,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.06,9.43,0.06,0,0.05,0.08,0,0.05,0.09,0,0.05,0.05,0.82,0.01,0.06,0.07,-0.1,-0.05,0,0.06,0.22,18.68,1.5,0.01,0,1,2.5,0,0.25,0.58,0,1.92,0.16,0.2,1284667.57,1.66,2.98,0.04,0.01,77.19,85.21,72.09,1315.33,1.4,6.25,1.52,0.55,0.05,1.14,0.14,22.51,0.15,8.12,11.41,5.82,-0.84,-0.95,-2.15,-0.21,0,0.46,0.5,-0.09,-0.99,-0.46,0.39,0,0,0,-0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.41,1.25,4.03,88201,100,0,0,0,0,0,0,0,0,0,0,0.25,-20.77,-32.91,-232.57,-109.82,-1243.9,-1936.56,-1187.5,-10585.38,-8931.97,-8044.5,-2343.37,-550.71,-175.2,-17.31,27.06,22.46,23.52,29.74,28.26,0,0.06,0.2,1.44,1.48,14.9,52.31,21.33,244.02,267.68,0,0.68,1.1,4.99,3.22,27.1,56.17,42.05,409.72,353.14,-2589339032,-2775724974,-3008460705,-3338170341,-3870466292,-4825042232,-6550853025,-9981561644,-16951995950,-31257087242,12339.82,6615.87,3587.2,1992.11,1156.79,722.84,492.12,376.07,320.13,295.62,407.96,1611.18,6236.11,23623.81,85356.78,285755.81,876679.64,2391822.24,5851318.43,13174560.83,9174.92,25699.87,71643.15,196252.1,526322.54,1355707.97,3329754.65,7721491.51,16988636.34,35882616.64,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.03,0.03,0.02,0.09,0.08,-13754.78,-5221.56,-2042.19,-972.32,-444.79,-250.33,-162.3,-103.64,-74.2,-52.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-282781.1,-334313.97,-392812.13,-466625.82,-573842.73,-753406.35,-1070943.19,-1699959.28,-2993370.07,-5698296.08,4231.52,2501.45,1469.71,873.09,537.01,352.67,250.78,199.15,175.41,167,0.13,0.52,2.02,7.66,27.67,92.63,284.09,774.83,1894.3,4262.69,2.97,8.32,23.19,63.65,170.55,439.3,1080.76,2506.74,5510.93,11641.3,62,1,1
0.28,0.23,0,0,0,1.27,0,52.99,1191.84,-19.06,-7.26,0.49,7.76,0.28,3.31,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0.02,2.09,0.01,0,0.02,0.02,0,0.02,0.02,0,0.02,0.11,0.18,0,0.02,0.05,-0.05,-0.02,0,0.02,0.28,25.09,2.31,0,0,1,21.31,0,0.1,0.5,0.04,5.77,2.12,0.1,75379.57,1.47,3.26,0.03,0.01,50.11,14.79,12.51,284.09,1.19,5.88,1.42,0.07,0.01,0.4,0.07,14.24,0.09,9.38,11.12,2.3,-5.63,-1.73,-1.62,-1.69,0.27,1.23,-0.38,0.37,-1.53,0.59,2.14,-0.01,-0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-73.06,4.59,3.31,88201,99.58,0,0,0,0.01,0.01,0.01,0.03,0.02,0.11,0.24,-27.9,-4514.23,-3416.45,-146292.86,-77576.33,-175833.49,-619323.01,-279395.58,-2196604.59,-4374872.12,-6168.3,-1637.14,-116.84,99.67,100.62,62.85,52.58,57.68,64.27,67.35,0.06,2.19,5.66,250.66,370.31,1107.77,2705.18,2623.72,21741.62,70037.57,1.5,28.73,31.96,999.57,1424.42,3821.59,8164.9,6598.68,53387.97,142389.34,-302921314.5,-332457670.5,-373007667.8,-435638356.5,-545112971.8,-751496503.7,-1132471918,-1905201786,-3478560426,-6704214281,10350.75,5610.88,3074.32,1725.41,1013.07,640.56,441.18,340.75,292.59,271.93,119.99,517.51,2257.48,7893.18,27745.39,91287.81,276824.54,749509.42,1784100.87,3879682.88,2632.25,7606.05,25557.18,64226.27,163265.73,411632.86,1100437.35,2591349.73,5582194.05,11613446.85,99.98,0,0,0,0,0,0,0,0,0,0.01,0.01,0.12,0.23,1.48,1.13,1.23,-0.15,1.25,-8.29,-27.59,-11005.15,-3938.58,-1303.93,-555.31,-248.16,-175.99,-85.09,-51.8,-15.29,-12.08,0,0,0,0.01,0.02,0.05,0.12,0.12,0.99,3.19,0,0,0,0.04,0.06,0.17,0.36,0.3,2.36,6.31,-177093.87,-212744.84,-253608.66,-305930,-383254.25,-514776.04,-749600.42,-1218251.51,-2185071.17,-4210199.6,3854.11,2310.81,1372.47,822.56,509.81,337.13,241.18,192.51,170.25,162.57,0.1,0.41,1.64,6.17,22.16,73.94,226.06,614.36,1493.65,3342.34,2.3,6.51,18.67,51.24,135.84,348.4,874.44,2031.54,4445.67,9350.43,62,1,0
0.19,0.16,0,0,0,0.87,0,18.85,327.45,-11.78,-4.78,-0.19,4.79,0.21,2.65,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0.03,6.4,0.04,0,0.07,0.06,0,0.07,0.08,0,0.07,0.1,0.56,0.02,0.03,0.05,-0.07,-0.01,0,0.01,0.54,19.08,4.24,0.02,0.04,1,20.8,0,0.51,0.51,0.03,3.49,1.39,0.2,1145936.67,1.76,2.95,0.01,0.01,37.59,1.06,1.03,37.25,1,5.75,1.33,0.01,0,0.22,0.04,8.58,0.07,8.71,11.9,2.11,-7.31,-2.59,-0.16,-0.11,-0.25,1.02,0.06,-0.09,-1.04,0.77,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-73.52,2.45,2.65,88201,99.92,0,0,0,0.01,0,0,0,0.01,0.02,0.04,-0.25,-114.25,-1577.76,-40816.5,-27469.61,-16037.39,-24159.91,-43285.34,-110436.5,-262189.34,-6818.55,-2079.52,-182.31,45.52,72.39,30.2,37.78,43.36,54.64,54.54,0.01,0.15,2.71,66.83,85.21,76.02,144.28,314.87,1880.37,5042.51,0.16,1.42,13.15,252.89,272.58,228.8,499.84,1098.37,4217.33,8602.17,-297202069.9,-320442948.6,-347404759.4,-382154585.7,-433853617.1,-521076654.7,-670628216,-962229833.4,-1551361703,-2760863259,10336.59,5596.61,3059.87,1710.87,998.61,626.21,427.32,327.19,279.23,258.74,51.53,202.38,727.31,2593.24,9455.83,31743.79,97581.66,267420.55,656774.54,1480253.95,1151.01,3212.9,9291.74,22858.99,59616.97,153022.4,367653.98,854310.95,1889921.53,4002903.32,100,0,0,0,0,0,0,0,0,0,0,0.01,0.03,0.18,1.16,1.03,0.65,0.69,0.76,1.2,0.7,-11686.21,-4608.55,-1418.77,-605.39,-259.99,-209.93,-104.8,-66.1,-39.24,-19.76,0,0,0,0.01,0.01,0.01,0.01,0.03,0.16,0.43,0,0,0,0.03,0.02,0.02,0.04,0.1,0.38,0.76,-176427.13,-211212.77,-250113.5,-298132.44,-366208.41,-477922.86,-672521.54,-1055546.5,-1841936.6,-3487690.62,3851.19,2307.86,1369.48,819.55,506.82,334.17,238.32,189.71,167.48,159.84,0.09,0.34,1.31,4.96,17.99,60.28,184.94,504.87,1235.41,2781.14,1.99,5.55,15.27,41.41,111.29,286.74,703.03,1631.07,3589.08,7582.2,62,1,0
0.08,0.03,0,0,0,1.68,0,67.27,2004.04,-4.69,-1.78,0.06,1.64,0.03,7.27,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0.03,3.65,0.02,0,0.02,0.03,0,0.02,0.03,0,0.02,0.05,0.32,0,0.05,0.07,-0.08,-0.03,0,0.04,0.2,22.86,1.96,0.01,0,1,10.8,0,0.45,0.57,0,1.16,0.19,0.18,485265.65,1.69,2.99,0.02,0.01,39.07,68.35,63.06,5087.24,1.31,6.1,1.52,0.25,0.06,0.69,0.11,23.47,0.12,6.84,4.48,7.31,0.14,0.39,-1.46,-3.04,-1.61,0.12,0.62,0.26,-0.51,-0.92,-0.07,0,0,-0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.77,2.2,7.27,88201,100,0,0,0,0,0,0,0,0,0,0,-3.37,-6.27,6.6,-731.44,-225.63,-3213.26,-28326.37,-6551.87,-526.92,-10269.27,-9676.8,-2886.47,-683.89,-244.96,-10.04,40.46,59.62,29.51,13.88,17.76,0,0.06,0.02,2.73,3.25,25.71,274.5,84.06,27.59,100.49,0.13,0.75,0.13,12.15,5.89,40.28,465.88,192.73,28.13,386.15,-1505713644,-1618407279,-1759009487,-1958073887,-2279332287,-2855579248,-3899213647,-5975675007,-10196837472,-18869347051,11835.75,6360.27,3455.83,1922.86,1118.59,700.17,477.47,365.42,311.47,287.97,249.54,987.96,3874.34,14636.97,52794.04,176442.15,540502.06,1474482.64,3606093.9,8118543.75,5603.18,15687.38,43992.03,121386.91,325184.46,838834.03,2054333.29,4761509.07,10460350.89,22135049.83,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0.08,0.31,0.1,0.02,0.11,-15221.62,-5740.76,-2066.52,-1051.69,-419.39,-236.07,-106.32,-112.18,-85.95,-70.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0.01,-253371.38,-300480.51,-353915.83,-421276.63,-519032.19,-682668.74,-972106.2,-1545592.37,-2725190.12,-5193229.79,4142.37,2456.25,1446.48,860.84,530.25,348.66,248.19,197.26,173.87,165.65,0.12,0.48,1.86,7.04,25.4,85.04,260.77,711.23,1738.72,3912.56,2.72,7.63,21.26,58.45,156.57,403.26,992.07,2301.04,5057.25,10686.71,58,0,1
0.49,0.13,0,0,0,4.05,0,176.47,3325.28,-169.76,-22.8,-0.49,23.9,0.16,15.54,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0.05,7.3,0.05,0,0.06,0.06,0,0.06,0.07,0,0.06,0.06,0.64,0.01,0.07,0.1,-0.13,-0.05,0,0.05,0.37,19.6,6.66,0.03,0.06,1,10.7,0,0.36,0.51,0.04,2.26,0.42,0.12,1478995.74,1.63,3.02,0.05,0.02,97.39,351.26,298.37,16110.5,1.51,6.71,1.68,0.03,0,0.53,0.13,29.73,0.13,8.82,9.18,5.5,-1.49,-2.02,-2.76,-3.01,-1.57,0.26,0.19,0.17,-0.56,-0.32,-0.26,0,-0.01,0,0.01,0,0,0,0.01,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242.87,5.95,15.54,88201,99.98,0,0,0,0.01,0,0,0,0,0,0,-39.67,-2301.23,-87572.7,-639872.93,-73414.78,-9989.77,-57700.27,-61065.76,-117342.44,-242679.12,-6914.98,-1682.65,-92.82,53.32,75.81,80.07,66.48,61.98,48.8,58.86,0.06,2.56,66.95,1091.92,263.31,173.05,509.47,596.66,1573.6,1578.71,0.89,32.27,436.21,4941.47,999.37,273.85,914.41,1068.62,3913.68,6684.79,-3297688867,-3528837519,-3814686460,-4211867249,-4850308024,-5987402084,-8023910036,-12063293340,-20260623043,-37057974565,12564.35,6729.24,3645.02,2022.22,1173.01,732.12,497.82,379.98,323.15,298.2,564.94,2363.41,8006.94,28411.39,103872.38,347329.03,1061395.09,2896806.69,7083247.46,15925700.69,12070.77,36445.99,109420.35,237961.5,641039.93,1651293.55,4054645.74,9408852.81,20706467.35,43503049.25,100,0,0,0,0,0,0,0,0,0,0,0,0.02,0.42,0.9,0.36,0.11,0.27,0.33,0.36,0.76,-12798.88,-4658.86,-1635.08,-629.21,-356.11,-189.31,-108.52,-66.56,-55.36,-33.59,0,0,0,0.01,0,0,0,0.01,0.01,0.02,0,0,0,0.05,0.01,0,0.01,0.01,0.04,0.07,-296470.61,-349974.14,-410641.45,-487030.91,-597782.95,-782908.63,-1109532.44,-1755964.87,-3084498.51,-5861653.25,4269.99,2520.87,1479.61,878.22,539.76,354.23,251.73,199.79,175.9,167.41,0.14,0.55,2.08,7.89,28.56,95.63,293.11,799.58,1954.64,4397.59,3.1,8.74,24.36,65.51,176.07,453.55,1116.19,2589.37,5693.22,12015.73,58,0,0
0.14,0.03,0,0,0,4.97,0,278.27,7781.24,-38.08,-8.03,0.09,9.57,0.04,26.45,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0.04,5.15,0.03,0,0.05,0.05,0,0.05,0.07,0,0.05,0.07,0.46,0.01,0.06,0.08,-0.11,-0.04,0,0.04,0.35,25.3,3.47,0,0.01,1,27.38,0,0.51,0.52,0,5.18,2.16,0.04,1579660.78,1.3,3.16,0.02,0.02,35.73,13.96,9.86,488.64,1.2,5.4,1.39,0.33,0.08,0.67,0.09,20.55,0.11,8.3,9.29,2.78,-3.02,-0.52,-2.54,-2.28,-2.08,0.34,0.65,-0.04,-0.6,-1.18,0.42,0,0.01,0,0,0,0,0,0,0,0,0,0,0,-0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377.42,7.21,26.45,88201,99.99,0,0,0,0,0,0,0,0,0,0,-133.68,-145.5,-565.89,-24884.28,-6355.87,-2546.21,-4542.48,-16963.63,-355563.56,-549257.34,-6574.79,-2122.52,-499.1,-80.98,39.6,42.37,39.61,48.87,69.15,43.84,0.03,0.39,1.25,51.71,32.52,44.63,63.77,179.48,7787.08,3579.51,1.2,4.95,5.37,236.61,98.34,112.53,131.43,330.85,13415.22,7175.77,-6521978898,-6974869549,-7551881092,-8387742494,-9763827959,-12263127647,-16824716331,-25924082149,-44408336577,-82331734994,13201.62,7053.71,3813.06,2111.97,1223.66,763.21,518.81,395.92,336.55,310.34,1026.97,4038.54,15396.28,58385.39,211272.73,707118.86,2168746.56,5915354.73,14447239.62,32511593.29,23041.23,64780.33,179606.16,484989.79,1302145.78,3352420.82,8247992.36,19175114.1,41937581.68,88757422.42,100,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.07,0.04,0.02,0.03,0.07,0.5,0.57,-12672.58,-5377.56,-2124.19,-888.19,-432.64,-268.51,-146.87,-87.79,-67.53,-55.7,0,0,0,0,0,0,0,0,0.03,0.01,0,0,0,0,0,0,0,0,0.05,0.03,-337287.07,-396977.47,-464973.64,-551196.61,-677111.97,-888872.45,-1264304.44,-2008792.54,-3539506.13,-6739525.91,4375.35,2574.52,1507.4,893.09,548.16,359.41,255.23,202.46,178.14,169.45,0.15,0.61,2.35,8.91,32.18,107.72,330.32,900.96,2202.21,4955.32,3.46,9.71,27,74,198.33,510.83,1257.01,2916.25,6406.07,13537.4,58,0,0
